feature,avg_correlation,max_correlation,n_correlations,corr_score,is_target
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-5-methoxybenzoic acid",0.34530612244897957,0.4230012004801921,15,0.9573918608223897,False
trans-4-Hydroxy-L-proline,0.33789315726290514,0.45171668667466985,16,0.9573234020225484,False
N1-(5-methylisoxazol-3-yl)-2-morpholinoacetamide,0.34522929171668665,0.4447058823529411,15,0.9571788408005129,False
1-{4-[3-(4-benzhydrylpiperazino)-2-hydroxypropoxy]phenyl}ethan-1-one,0.3534282284342308,0.45152460984393755,14,0.9571013850865164,False
DGMG (18:2),0.34479391756702676,0.43289315726290517,15,0.9559717273432111,False
Phlorizin,0.3621128451380552,0.46496998799519806,13,0.9556365581094195,False
"5-[(Benzoyloxy)methyl]-4,5,6-trihydroxy-2-cyclohexen-1-yl benzoate",0.3844985266834006,0.525282112845138,11,0.9554429457892711,False
9(S)-HOTrE,0.35277653918710344,0.4551740696278511,14,0.9553365778897772,False
"4-methyl-3-(methylthio)-5-undecyl-4H-1,2,4-triazole",0.352694220545361,0.4493157262905162,14,0.9551136548754521,False
3-[4-(tert-butyl)anilino]-2-(3-thienylcarbonyl)acrylonitrile,0.33707683073229294,0.4389435774309724,16,0.9550105748029108,False
Calcium D-Panthotenate,0.3525364431486881,0.444609843937575,14,0.9546863857646627,False
Linoleoyl Ethanolamide,0.3525021437146287,0.4784153661464585,14,0.9545935011753603,False
ILK,0.36171391633576505,0.45613445378151257,13,0.9545837621297412,False
Resolvin E1,0.3524472646201337,0.4730372148859544,14,0.9544448858324769,False
"4',7-Dihydroxyflavanone",0.36146273894173053,0.41992797118847536,13,0.9539208905869807,False
N-Glycolylneuraminic acid,0.32995127462749807,0.41637454981992794,17,0.9536818456651618,False
JWH 250 N-pentanoic acid metabolite,0.3439679871948779,0.40398559423769503,15,0.953681762108036,False
"16,16-Dimethyl prostaglandin A1",0.33654861944777914,0.4008163265306122,16,0.9535140395431453,False
"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile",0.33647659063625446,0.3939015606242497,16,0.953309966553177,False
Guggulsterone,0.3610785852802658,0.40993997599039617,13,0.9529070870509937,False
α-Ethylaminohexanophenone,0.3435902360944379,0.45478991596638657,15,0.9526344136671423,False
"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",0.3609603841536615,0.43404561824729887,13,0.9525951475014598,False
Mirtazapine-d3,0.3434813925570228,0.4143577430972389,15,0.9523326353028165,False
"N,N-dimethyl-5-nitro-6-[3-(trifluoromethyl)phenoxy]pyrimidin-4-amine",0.3434749899959984,0.45968787515005993,15,0.9523148836343268,False
Trenbolone acetate,0.36053190506972016,0.45872749099639853,13,0.9514643666343975,False
N-(4-chlorophenyl)-5-hex-1-ynylnicotinamide,0.34311644657863144,0.42962785114045615,15,0.9513207901989019,False
4-Methoxycinnamic acid,0.3290134877480404,0.3637454981992797,17,0.9509712929538517,False
L-Histidine,0.3355702280912365,0.3820888355342137,16,0.9507420480960793,False
2-(Formylamino)Benzoic Acid,0.35091064997427546,0.420984393757503,14,0.9502836562317439,False
Adrenic acid,0.38238568154534536,0.47198079231692674,11,0.9501927228557453,False
"5-(2,5-dimethyl-1H-pyrrol-1-yl)-3-phenyl-1H-pyrazole",0.3426682673069228,0.44240096038415366,15,0.9500781734046209,False
Sphingosine (d18:1),0.34260424169667864,0.43990396158463385,15,0.9499006567197233,False
"13,14-dihydro Prostaglandin E1",0.3425850340136055,0.44009603841536615,15,0.9498474017142545,False
Norbutorphanol,0.3506293946149888,0.4068667466986795,14,0.9495220025994666,False
4-Hydroxyglucobrassicin,0.3424249699879952,0.467563025210084,15,0.949403610002011,False
Tetramethylpyrazine,0.3423673469387756,0.4078271308523409,15,0.9492438449856037,False
"N1-phenyl-3,3,3-trifluoro-2-(trifluoromethyl)propanamide",0.35038929857657347,0.4330852340936374,14,0.9488718104743521,False
ACar 22:1,0.35947548250069256,0.45066026410564225,13,0.9486764069104342,False
Agnuside,0.35027268050077176,0.42828331332533015,14,0.9485560028707252,False
H-Gly-Pro-OH,0.34206642657062825,0.44019207683073225,15,0.9484095165665861,False
ACar 16:5,0.3696358543417366,0.4878271308523409,12,0.9480972470885836,False
FAHFA (18:1/20:3),0.3417847138855542,0.4018727490996399,15,0.947628443153038,False
Evernic acid,0.34175910364145656,0.452484993997599,15,0.947557436479079,False
ethyl 1-(4-acetyl-2-aminophenyl)piperidine-4-carboxylate,0.3416374549819928,0.4556542617046819,15,0.9472201547777742,False
(+/-)19(20)-DiHDPA,0.34157342937174867,0.4228091236494598,15,0.9470426380928768,False
"2,3-dinor Prostaglandin E1",0.3497033098953867,0.46919567827130854,14,0.9470141186883105,False
Sebacic acid,0.34967587034813924,0.4189675870348139,14,0.9469398110168687,False
Υ-L-Glutamyl-L-glutamic acid,0.34152861144457786,0.42136854741896757,15,0.9469183764134488,False
"3,5-di(methylthio)-4-(2H-1,2,3,4-tetraazol-5-yl)isothiazole",0.34152220888355345,0.4071548619447779,15,0.9469006247449591,False
WLH,0.3496278511404562,0.4188715486194478,14,0.946809772591846,False
Glycochenodeoxycholic Acid (sodium salt),0.34145178071228494,0.49637454981992796,15,0.946705356391572,False
23-Norcholic acid,0.34947693363059507,0.4422088835534213,14,0.9464010803989167,False
Elaidic acid,0.35850771077661836,0.4671788715486195,13,0.9461224018486218,False
ACar 15:1,0.3411636654661864,0.4440336134453781,15,0.945906531309534,False
FAHFA (20:1/18:0),0.34914079917681357,0.42751500600240094,14,0.9454908114237563,False
7α-Hydroxytestosterone,0.34889384325158634,0.42789915966386555,14,0.9448220423807814,False
α-Propylaminopentiophenone,0.3578649921507064,0.45354141656662655,13,0.9444262305480287,False
"methyl 3-(6-methylpyridin-2-yl)-2,2-diphenylpropanoate",0.34062585034013604,0.41627851140456185,15,0.9444153911563967,False
PC (14:0e/2:0),0.348653747213171,0.4234813925570228,14,0.9441718502556669,False
Feruloylcholine,0.3331212484993997,0.4514285714285714,16,0.9438035664371661,False
"3,7-Dimethyluric acid",0.3575547141933696,0.48417767106842735,13,0.9436073892305009,False
"N,5-Bis(3-nitrophenyl)oxazol-2-amine",0.36785114045618245,0.46084033613445374,12,0.9435195463545787,False
3-Indoleacetonitrile,0.35748822605965463,0.4486434573829532,13,0.943431923233888,False
Jasmone,0.3402224889955983,0.47697478991596637,15,0.9432970360415439,False
2-Amino-3-(4-hydroxy-3-methoxyphenyl)propanoic acid,0.3482970330989538,0.41493397358943573,14,0.943205850526925,False
MGDG (18:1/18:5),0.3329051620648259,0.4060984393757503,16,0.943191347467262,False
N-Acetyl-D-galactosamine 4-sulfate,0.34017767106842733,0.39399759903961584,15,0.9431727743621156,False
"(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside",0.3482421540044589,0.4724609843937575,14,0.9430572351840417,False
"3-(5,7-dimethoxy-4-oxo-4H-chromen-2-yl)propanoic acid",0.3480500771737266,0.45498199279711876,14,0.9425370814839501,False
ethyl 3-amino-4-(methylamino)benzoate,0.3479951980792317,0.42549819927971183,14,0.9423884661410667,False
Magnolol,0.36721888755502197,0.4562304921968788,12,0.9418978496819939,False
7-Hydroxy-4-chromone,0.36719487795118044,0.4298199279711885,12,0.9418362662640477,False
PG (12:0/17:2),0.3568159571520916,0.46391356542617046,13,0.9416577670459113,False
RNH,0.3566386554621849,0.5445858343337334,13,0.9411898577216098,False
"9-Oxo-10(E),12(E)-octadecadienoic acid",0.40865946378551415,0.507515006002401,9,0.9409731894234651,False
"2,6-di(2-thienylmethylidene)cyclohexan-1-one",0.3393005202080832,0.3780552220888355,15,0.9407407957790225,False
PE (9:0/9:0),0.36669867947178875,0.45939975990396154,12,0.9405635422931585,False
LPE 18:1,0.3563505402160864,0.47207683073229284,13,0.9404295050696198,False
Indole-3-butyric acid,0.36660264105642254,0.4787995198079231,12,0.9403172086213734,False
Thromboxane B3,0.3471788715486194,0.4821608643457383,14,0.9401778129156771,False
4-(benzoylamino)-3-hydroxybutanoic acid,0.3389099639855943,0.41406962785114043,15,0.9396579440011492,False
Kojic acid,0.3663225290116046,0.5584153661464586,12,0.9395987354120005,False
"2,4-Dihydroxybenzoic acid",0.3559885492658602,0.4732292917166866,13,0.9394741901991709,False
α-Methyl-DL-histidine,0.3469044760761447,0.49051620648259303,14,0.9394347362012605,False
Tanshinone IIA,0.3468770365288973,0.49157262905162064,14,0.9393604285298189,False
"α,α-Trehalose",0.3385898359343738,0.40629051620648254,15,0.9387703605766626,False
L-Glutamic acid,0.37766233766233764,0.5006962785114045,11,0.938455654231624,False
ACar 19:0,0.3465134625278683,0.4572869147659063,14,0.9383758518832169,False
"13,14-Dihydro-15-keto-tetranor prostaglandin F1α",0.3464997427542445,0.5084753901560624,14,0.9383386980474959,False
"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",0.3383785514205682,0.4008163265306122,15,0.9381845555165014,False
"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid",0.3311344537815126,0.39697478991596635,16,0.938174553130548,False
Glycitin,0.3383721488595438,0.4551740696278511,15,0.9381668038480115,False
Capsaicin,0.3554714193369656,0.4344297719087635,13,0.9381094546699581,False
Tretinoin,0.34634882524438354,0.4197358943577431,14,0.9379300058545671,False
N-Methylphenylalanine,0.3382376950780312,0.39246098439375754,15,0.9377940188097272,False
608-Hydroxytestosterone,0.3381544617847139,0.4160864345738295,15,0.9375632471193609,False
"1,3-dimethyl-1H-thieno[2,3-c]pyrazole-5-carbohydrazide",0.3551906916612798,0.40523409363745494,13,0.9373685982398138,False
4-Hydroxyalprazolam,0.3460812896587206,0.5126050420168067,14,0.9372055060580106,False
Eicosapentaenoic acid ethyl ester,0.36537815126050416,0.4593037214885954,12,0.9371764543061143,False
GPH,0.33076830732292917,0.38813925570228086,16,0.9371371820982104,False
2-Methylpentanedioic acid,0.3459235122620477,0.40533013205282115,14,0.9367782369472211,False
Cymarin,0.33785994397759095,0.4182953181272509,15,0.936746670368833,False
ACar 19:1,0.36518607442977186,0.43644657863145253,12,0.9366837869625443,False
"N1-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2,2-dimethylpropanamide",0.34580003429943407,0.4836014405762305,14,0.9364438524257336,False
Dithranol,0.3456902761104442,0.40177671068427373,14,0.9361466217399669,False
3-(benzoylamino)benzyl benzoate,0.3456285371291374,0.4492196878751501,14,0.9359794294792232,False
"N1-[4-(aminosulfonyl)phenyl]-2,2-dimethylpropanamide",0.3648579431772709,0.4667947178871549,12,0.9358421469172788,False
FAHFA (18:1/3:0),0.3545775233170191,0.43846338535414164,13,0.9357504118266045,False
LPG 22:4,0.3454364602984051,0.4411524609843937,14,0.9354592757791315,False
"2-[(3S)-1-(3,4-Difluorobenzyl)-3-pyrrolidinyl]-1,3-benzoxazole",0.34542960041159315,0.46314525810324125,14,0.9354406988612709,False
Phenylglyoxylic acid,0.34542274052478134,0.4196398559423769,14,0.9354221219434106,False
N-Acetylglucosamine 1-phosphate,0.35441499676793786,0.5503481392557023,13,0.9353214949459945,False
"N'5-[3-(trifluoromethyl)benzoyl]-2,1,3-benzoxadiazole-5-carbohydrazide",0.35436328377504844,0.5013685474189675,13,0.9351850213930734,False
LPI 17:0,0.3300600240096038,0.412436974789916,16,0.9351304643635246,False
2-(methylthio)-4-[5-(piperidinosulfonyl)-2-thienyl]pyrimidine,0.354141656662665,0.46218487394957986,13,0.9346001347376964,False
5-Aminovaleric acid,0.3297058823529412,0.4325090036014405,16,0.9341271054961818,False
2'-Deoxyinosine,0.3757328385899814,0.5257623049219687,11,0.9336610291559662,False
5-Methyl-2'-deoxycytidine,0.353772278142026,0.42559423769507804,13,0.9336253236454016,False
"4-oxo-4-(5,6,7,8-tetrahydronaphthalen-1-ylamino)but-2-enoic acid",0.3447024524095352,0.4836014405762305,14,0.9334715455680668,False
WPH,0.353535875888817,0.5089555822328932,13,0.9330014445463328,False
2'-Deoxyadenosine-5'-monophosphate,0.3534472250438637,0.42050420168067226,13,0.9327674898841822,False
LPC 16:2,0.3534324499030381,0.41426170468187273,13,0.9327284974404904,False
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine",0.35321082279065474,0.4412484993997599,13,0.9321436107851135,False
Palmitoyl ethanolamide,0.37509549274255155,0.4657382953181272,11,0.932077284221473,False
1-Aminocyclohexanecarboxylic acid,0.35315910979776527,0.42962785114045615,13,0.9320071372321923,False
Deoxycytidine,0.3440439032755959,0.4526770708283313,14,0.9316881614534669,False
Lauric acid,0.35293009511496903,0.4299159663865546,13,0.9314027543549693,False
(+/-)9(10)-EpOME,0.36303321328531407,0.4789915966386554,12,0.9311618071533634,False
L-Threonic acid Calcium Salt,0.35268630529134726,0.46391356542617046,13,0.9307593790340547,False
LPE 14:0,0.3526789177209345,0.4459543817527011,13,0.9307398828122089,False
"(+/-)-epi CP 47, 497",0.3628411364545818,0.5199999999999999,12,0.9306691398097934,False
DL-5-Methoxytryptophan,0.3628011204481793,0.48187274909963984,12,0.9305665007798831,False
Gibberellin A4,0.3284033613445378,0.3989915966386554,16,0.9304367855942598,False
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate",0.33538855542216883,0.40388955582232894,15,0.9298945263317971,False
N'2-(2-hydroxybenzylidene)-5-nitrofuran-2-carbohydrazide,0.34335791459440923,0.4010084033613445,14,0.9298304696674253,False
Prostaglandin G2,0.335266906762705,0.4582472989195678,15,0.929557244630492,False
4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one,0.3431315383296175,0.4851380552220888,14,0.9292174313780314,False
PG (22:6/22:6),0.3520066488133714,0.49973589435774307,13,0.928965726624232,False
LPS 15:0,0.35195493582048204,0.4455702280912364,13,0.928829253071311,False
DL-Glutamine,0.36201680672268904,0.4661224489795918,12,0.9285547757936385,False
S-Adenosylmethionine,0.35181457198263916,0.44854741896758704,13,0.9284588248562388,False
5-oxo-3-phenyl-5-(2-quinolinylamino)pentanoic acid,0.35181457198263916,0.47707082833133246,13,0.9284588248562388,False
3-Methoxyflavone,0.3618407362945178,0.4953181272509003,12,0.9281031640620327,False
2'-O-Methyladenosine,0.35167420814479644,0.4167587034813925,13,0.928088396641167,False
Ciprostene,0.35165943300397084,0.4466266506602641,13,0.9280494041974752,False
"4-methyl-6-phenyl-5,6-dihydro-2H-pyran-2-one",0.3617366946778711,0.4355822328931572,12,0.9278363025842656,False
PG (16:0/18:3),0.3514008680395235,0.44883553421368544,13,0.9273670364328687,False
7-Aminonimetazepam,0.33444737895158066,0.38967587034813916,15,0.9272850310638069,False
Estradiol,0.3513565426170468,0.4161824729891957,13,0.9272500591017933,False
"4-[2-(1H-indol-3-yl)ethyl]morpholine-3,5-dione",0.3731485321401287,0.4900360144057623,11,0.9272392688736373,False
N-Acetylvaline,0.34238381066712403,0.4495078031212485,14,0.9271925473312462,False
Ethyl chrysanthemumate,0.342383810667124,0.46602641056422567,14,0.9271925473312461,False
"1,3-Dimethyluracil",0.3512531166312679,0.433469387755102,13,0.9269771119959508,False
Normeperidine,0.37300010913456294,0.4470108043217287,11,0.9268704515601253,False
Deoxycorticosterone 21-glucoside,0.3510979776525994,0.41992797118847536,13,0.9265676913371867,False
S-Adenosyl-methionine,0.334172068827531,0.38775510204081626,15,0.9265217093187483,False
"4-(4-methoxyphenyl)-4,5-dihydropyrrolo[1,2-a]quinoxaline",0.34205453610015446,0.4077310924369748,14,0.9263008552739465,False
Stearoyl ethanolamide,0.3420545361001543,0.45575030012004797,14,0.926300855273946,False
HexCer-NS (d18:2/16:1),0.37273818618356425,0.4679471788715486,11,0.9262195974774565,False
Cer-NS (d18:2/18:1),0.35088373811062884,0.398703481392557,13,0.9260023009036559,False
QLH,0.33389675870348134,0.38189675870348133,15,0.9257583875736899,False
"(2β,3β,9ξ,17ξ,22R)-2,3,14,20,22-Pentahydroxyergost-7-en-6-one",0.35073598670237327,0.4299159663865546,13,0.925612376466738,False
5-Fluoro-2-[(3S)-1-(2-methylbenzyl)-3-pyrrolidinyl]-1H-benzimidazole,0.3723802248171996,0.4731332533013205,11,0.9253300968978099,False
ACar 17:1,0.35060301043494313,0.42818727490996394,13,0.9252614444735116,False
Dihydroroseoside,0.3605682272909163,0.4325090036014405,12,0.9248392429108812,False
TMK,0.3503592206113214,0.44345738295318127,13,0.924618069152597,False
Pinocembrin,0.37208337880606784,0.47294117647058814,11,0.9245924622707855,False
Bisphenol A,0.33337174869947983,0.42674669867947174,15,0.9243027507575322,False
FAHFA (2:0/26:4),0.3502114692030658,0.47351740696278505,13,0.924228144715679,False
4-[2-(4-chlorophenyl)diaz-1-enyl]-2-methyl-6-(piperidinomethyl)phenol,0.35017453135100196,0.4851380552220888,13,0.9241306636064498,False
UR-144 N-(5-hydroxypentyl) β-D-glucuronide,0.3412107700222946,0.4210804321728691,14,0.9240158943771148,False
Cer-AS (d20:2/14:0),0.3852773109243697,0.4970468187274909,10,0.9238546425820141,False
4-Methylcatechol,0.35004155508357193,0.4219447779111644,13,0.9237797316132237,False
"methyl 2-(acetylamino)-4,5-dimethoxybenzoate",0.37174287896976976,0.533829531812725,11,0.9237463519633167,False
4-Methoxycinnamaldehyde,0.34109415194649284,0.4345258103241297,14,0.9237000867734877,False
lithocholic acid 3-sulfate sodium salt,0.35996798719487794,0.40993997599039617,12,0.9232996574622249,False
Ferulic acid,0.3850372148859543,0.4523889555822329,10,0.9232789174264803,False
Aripiprazole,0.3498494782528396,0.43058823529411755,13,0.9232728298452302,False
N-Acetylputrescine,0.3497312771262351,0.4625690276110444,13,0.9229608902956958,False
"2-(3,4-dihydroxyphenyl)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one",0.34955397543632843,0.46602641056422567,13,0.9224929809713945,False
12-oxo Leukotriene B4,0.34951703758426445,0.41493397358943573,13,0.9223954998621648,False
6-Hydroxycaproic acid,0.34941361159848555,0.43702280912364944,13,0.9221225527563224,False
"(3R)-8-hydroxy-3-(4-hydroxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one",0.34921414719734045,0.39044417767106837,13,0.921596154766483,False
"2-[(3S)-1-(2-Thienylmethyl)-3-pyrrolidinyl]-1,3-benzoxazole",0.3592396958783513,0.428859543817527,12,0.9214316271178551,False
"3-[5-(benzylthio)-4-methyl-4H-1,2,4-triazol-3-yl]-5-oct-1-ynylpyridine",0.3591996798719488,0.46919567827130854,12,0.9213289880879447,False
Phenethylamine,0.34014062767964326,0.3939015606242497,14,0.9211178951908899,True
5-oxoproline,0.38413445378151256,0.527875150060024,10,0.9211141908416732,False
Mitragynine,0.3999946645324796,0.5143337334933973,9,0.9210217518296417,False
Prostaglandin A1 ethyl ester,0.34891125681041646,0.4161824729891957,13,0.9207968096708014,False
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one",0.3319887955182073,0.40888355342136856,15,0.9204683903637504,False
Prostaglandin B2,0.3704158026847102,0.47284513805522205,11,0.9204486912777962,False
1-methyl-N-(3-methyl-5-cinnolinyl)-1H-imidazole-4-sulfonamide,0.3487635054021607,0.4257863145258103,13,0.920406885233883,False
"4,6-dimethyl-2,7-diphenyl-3,7-dihydro-2H-pyrazolo[3,4-b]pyridin-3-one",0.35877551020408155,0.43058823529411755,12,0.920241014370894,False
Delta-Tridecalactone,0.33189275710284105,0.3812244897959184,15,0.9202021153364042,False
Maslinic acid,0.3396672954896244,0.4560384153661464,14,0.9198360878585211,False
"N1-(4H-1,2,4-triazol-4-yl)-4-nitrobenzamide",0.3584873949579832,0.5586074429771909,12,0.9195020133555392,False
Vitamin A,0.33946149888526833,0.44883553421368544,14,0.9192787803227086,False
D-(-)-Quinic acid,0.3482316003324406,0.41848739495798315,13,0.9190031572609786,False
6-Methylflavone,0.3390499056765563,0.38775510204081626,14,0.9181641652510836,False
Gedunin,0.338960727148002,0.3752701080432172,14,0.9179226653188982,False
6α-Naltrexol,0.33105402160864345,0.4051380552220888,15,0.9178766467642496,False
Camptothecin,0.33894014748756635,0.37267707082833135,14,0.9178669345653168,False
NKK,0.3388852683930715,0.4799519807923169,14,0.9177183192224336,False
tetranor-PGDM,0.33098999599839934,0.3971668667466987,15,0.9176991300793523,False
EMK,0.3388715486194478,0.42789915966386555,14,0.917681165386713,False
"2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid",0.3476849201218949,0.4620888355342137,13,0.9175604368443824,False
"trans-2-Butene-1,4-dicarboxylic Acid",0.3387617904304579,0.44086434573829525,14,0.9173839347009463,False
SM (d14:1/26:0),0.3387137712227748,0.42472989195678273,14,0.9172538962759232,False
"Octadeca-11E,13E,15Z-trienoic acid",0.3575750300120048,0.48763505402160856,12,0.9171618434735814,False
Riboflavin-5-phosphate,0.33866575201509175,0.40052821128451377,14,0.9171238578509004,False
L-Valine,0.33848739495798325,0.4023529411764706,14,0.9166408579865297,False
FAHFA (16:1/16:1),0.35724689875950383,0.459015606242497,12,0.916320203428316,False
"2-(3,4-dihydroxyphenyl)acetamide",0.3470939144888724,0.42828331332533015,13,0.9160007390967104,False
Deoxyadenosine,0.3382267192591323,0.4115726290516207,14,0.915934935107834,False
trans-2-Methyl-2-pentenoic Acid,0.3303241296518607,0.3890996398559423,15,0.9158529565564203,False
Anthranilic acid,0.34702003878474463,0.44182472989195676,13,0.9158057768782516,False
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide",0.34690183765814014,0.44076830732292915,13,0.9154938373287173,False
Phenylethanolamine,0.34681318681318685,0.42127250900360147,13,0.9152598826665667,False
δ-Gluconic acid δ-lactone,0.3300872348939575,0.39937575030011996,15,0.9151961448223002,False
C-6 NBD ceramide,0.36825930372148863,0.44720288115246093,11,0.915089992663826,False
N-Acetyl-L-methionine,0.3466802105457567,0.4051380552220888,13,0.9149089506733402,False
geranyl pp,0.329920768307323,0.4189675870348139,15,0.9147346014415675,False
LPE 20:3,0.3376779283141828,0.42751500600240094,14,0.9144487816790005,False
Tyr-Tyr,0.3464511958629605,0.501656662665066,13,0.9143045677961175,False
MMK,0.33746527182301495,0.3970708283313325,14,0.9138728972253276,False
N-Acetyl-aspartic acid,0.3562224889955983,0.43567827130852343,12,0.9136926442626091,False
Morphine,0.3461852433281004,0.4271308523409364,13,0.9136027038096651,False
"3,5,7-trihydroxy-2-phenyl-4H-chromen-4-one",0.33718401646372836,0.4125330132052821,14,0.9131112435930505,False
Monensin,0.33717715657691644,0.42050420168067226,14,0.91309266667519,False
cis-gondoic acid,0.3371428571428571,0.4599759903961584,14,0.9129997820858878,False
N-Acetyl-L-leucine,0.3807442977190876,0.48177671068427363,10,0.9129849516455356,False
19(R)-hydroxy Prostaglandin E2,0.36728145803776047,0.4218487394957983,11,0.9126601374218634,False
"5beta-Androstane-3,17-dione",0.3669496889664957,0.4362545018007203,11,0.9118357222504836,False
trans-Aconitic acid,0.3365323272166009,0.3911164465786314,14,0.9113464363963109,False
Ala-Ile,0.35529411764705876,0.41445378151260504,12,0.911311418768687,False
PC (14:1e/10:0),0.3450475574845323,0.41147659063625447,13,0.9106002856453972,False
HexCer-NS (d18:2/16:0),0.34498106935081724,0.3891956782713085,13,0.910424819648784,False
"1-(4-methyl-2-morpholino-1,3-thiazol-5-yl)ethan-1-one",0.3449515190691661,0.4032172869147658,13,0.9103468347614003,False
Dl-Lanthionine,0.3283201280512204,0.37632653061224486,15,0.9102966843191345,False
Gelsemine,0.34484809308338715,0.4371188475390156,13,0.9100738876555577,False
ADBICA N-pentanoic acid metabolite,0.3359286571771566,0.418391356542617,14,0.9097116676245943,False
N6-Acetyl-L-lysine,0.3546538615446179,0.42521008403361343,12,0.9096691942901205,False
"2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)acetic acid",0.34469295410471873,0.43126050420168066,13,0.9096644669967938,False
AVE6324,0.34459691568935263,0.4657382953181272,13,0.9094110161127973,False
LPS 16:1,0.3658932663974681,0.49647058823529405,11,0.9092106107837208,False
Cafestol,0.33568170125192937,0.4119567827130852,14,0.9090428985816194,False
"4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate",0.3443752885769692,0.4012965186074429,13,0.9088261294574204,False
LPC 22:6,0.34434573829531817,0.39399759903961584,13,0.9087481445700369,False
"9,10-Dihome",0.3655440357961366,0.4685234093637454,11,0.9083428053401627,False
NLK,0.3352632481564054,0.3801680672268907,14,0.9079097065921338,False
DL-α-Methoxyphenylacetic acid,0.3439246467817896,0.4846578631452581,13,0.9076368599248206,False
4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid,0.3350231521179901,0.4175270108043217,14,0.9072595144670195,False
Milbemycin A3 oxime,0.35370948379351735,0.4154141656662665,12,0.9072469131842342,False
Caffeic acid,0.35366946778711483,0.45498199279711876,12,0.9071442741543239,False
Diphenylamine,0.3779879951980792,0.5716686674669869,10,0.9063756268600073,False
"3,3-Dimethylglutaric acid",0.34339274171206935,0.4129171668667466,13,0.9062331319519159,False
Colchicine,0.353173269307723,0.4084993997599039,12,0.9058715501834345,False
2-benzoyl-3-(2-pyridylamino)acrylonitrile,0.34321544002216275,0.4028331332533013,13,0.9057652226276147,False
Ocfentanil-d5,0.34270569766368086,0.41848739495798315,13,0.9044199833202478,False
"2,3-di(acetyloxy)-3-cyano-1-[1,2-di(acetyloxy)ethyl]propyl acetate",0.3525970388155262,0.42521008403361343,12,0.9043935481527244,False
19(R)-hydroxy Prostaglandin E1,0.35258903561424565,0.3997599039615846,12,0.9043730203467423,False
Isovanillic acid,0.3525170068027211,0.41627851140456185,12,0.9041882700929036,False
"3,4-Dihydroxybenzaldehyde",0.3338501114731606,0.4613205282112845,14,0.9040828615128879,False
"N-(1-benzylpiperidin-4-yl)-5-methylthieno[2,3-d]pyrimidin-4-amine",0.35245298119247703,0.4537334933973589,12,0.9040240476450471,False
dCDP,0.3423880321359313,0.4864825930372148,13,0.9035816457808741,False
Methionine,0.3635359598384808,0.46103241296518604,11,0.9033529240397044,False
"6-anilino-1,3-dimethyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",0.3422402807276756,0.4087875150060023,13,0.903191721343956,False
Gallic acid,0.352124849939976,0.4836974789915966,12,0.9031824075997815,False
Lysopa 16:0,0.3420851417490073,0.4096518607442977,13,0.9027823006851923,False
3-Methyladipic acid,0.3420777541785945,0.409171668667467,13,0.9027628044633463,False
"6,7-dihydro-5H-dibenzo[d,f][1,3]diazepin-6-one",0.3333219001886468,0.4067707082833133,14,0.9026524388376358,False
L-(-)-3-Phenyllactic acid,0.3764033613445378,0.48081632653061224,10,0.9025758408334841,False
Oleoyl-L-α-lysophosphatidic acid,0.3518687474989996,0.4573829531812725,12,0.9025255178083548,False
3-Acetoxyurs-12-en-23-oic acid,0.3518527410964385,0.47111644657863144,12,0.9024844621963903,False
Phenylacetaldehyde,0.3918954248366013,0.4962785114045618,9,0.9023725632413266,False
3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,0.37604801920768305,0.4822569027611044,10,0.9017237676032941,False
4-Aminophenol,0.332951466300806,0.42204081632653057,14,0.9016492852731735,False
Resveratrol,0.34164188752424046,0.3689315726290516,13,0.9016125273744385,False
Maltol,0.34161972481300207,0.4148379351740696,13,0.9015540387089007,False
"N1-(4-chlorophenyl)-2-cyano-4,4-dimethyl-3-oxopentanamide",0.3415680118201126,0.4354861944777911,13,0.9014175651559794,False
PG (18:2/22:6),0.3327593894700737,0.35145258103241295,14,0.9011291315730817,False
Proline-hydroxyproline,0.35130852340936375,0.43884753901560625,12,0.9010885713896087,False
Kaempferitrin,0.3327319499228262,0.44009603841536615,14,0.9010548239016399,False
